"G,200",QRCODE,2022-03-24 17:32:58.680880
"G,200",QRCODE,2022-03-24 17:32:58.709907
"G,200",QRCODE,2022-03-24 17:32:58.735905
"G,200",QRCODE,2022-03-24 17:32:58.760909
"G,200",QRCODE,2022-03-24 17:32:58.786916
"G,200",QRCODE,2022-03-24 17:32:58.812922
"G,200",QRCODE,2022-03-24 17:32:58.840928
"G,200",QRCODE,2022-03-24 17:32:58.866934
"G,200",QRCODE,2022-03-24 17:32:58.896940
"G,200",QRCODE,2022-03-24 17:32:58.928951
"G,200",QRCODE,2022-03-24 17:32:58.960058
"G,200",QRCODE,2022-03-24 17:32:58.992023
"G,200",QRCODE,2022-03-24 17:32:59.026043
"G,200",QRCODE,2022-03-24 17:32:59.056035
"G,200",QRCODE,2022-03-24 17:32:59.089044
"G,200",QRCODE,2022-03-24 17:32:59.121051
"G,200",QRCODE,2022-03-24 17:32:59.153065
"G,200",QRCODE,2022-03-24 17:32:59.184089
"G,200",QRCODE,2022-03-24 17:32:59.216179
"G,200",QRCODE,2022-03-24 17:32:59.266061
"G,200",QRCODE,2022-03-24 17:32:59.297411
"G,200",QRCODE,2022-03-24 17:32:59.328411
"G,200",QRCODE,2022-03-24 17:32:59.361405
"G,200",QRCODE,2022-03-24 17:32:59.393084
"G,200",QRCODE,2022-03-24 17:32:59.425085
"G,200",QRCODE,2022-03-24 17:32:59.456092
"G,200",QRCODE,2022-03-24 17:32:59.489732
"G,200",QRCODE,2022-03-24 17:32:59.521744
"G,200",QRCODE,2022-03-24 17:32:59.555753
"G,200",QRCODE,2022-03-24 17:32:59.587773
"G,200",QRCODE,2022-03-24 17:32:59.632767
"G,200",QRCODE,2022-03-24 17:32:59.670776
"G,200",QRCODE,2022-03-24 17:32:59.701783
"G,200",QRCODE,2022-03-24 17:32:59.732814
"G,200",QRCODE,2022-03-24 17:32:59.764821
"G,200",QRCODE,2022-03-24 17:32:59.797821
"G,200",QRCODE,2022-03-24 17:32:59.827827
"G,200",QRCODE,2022-03-24 17:32:59.859843
"G,200",QRCODE,2022-03-24 17:32:59.891845
"G,200",QRCODE,2022-03-24 17:32:59.922851
"G,200",QRCODE,2022-03-24 17:32:59.953724
"G,200",QRCODE,2022-03-24 17:33:00.000775
"G,200",QRCODE,2022-03-24 17:33:00.033776
"G,200",QRCODE,2022-03-24 17:33:00.064782
"G,200",QRCODE,2022-03-24 17:33:00.096678
"G,200",QRCODE,2022-03-24 17:33:00.127544
"G,200",QRCODE,2022-03-24 17:33:00.160552
"G,200",QRCODE,2022-03-24 17:33:00.193559
"G,200",QRCODE,2022-03-24 17:33:00.228575
"G,200",QRCODE,2022-03-24 17:33:00.257581
"G,200",QRCODE,2022-03-24 17:33:00.291582
"G,200",QRCODE,2022-03-24 17:33:00.321602
"G,200",QRCODE,2022-03-24 17:33:00.354596
"G,200",QRCODE,2022-03-24 17:33:00.401712
"G,200",QRCODE,2022-03-24 17:33:00.434746
"G,200",QRCODE,2022-03-24 17:33:00.469601
"G,200",QRCODE,2022-03-24 17:33:00.501160
"G,200",QRCODE,2022-03-24 17:33:00.529166
"G,200",QRCODE,2022-03-24 17:33:00.563175
"G,200",QRCODE,2022-03-24 17:33:00.595029
"G,200",QRCODE,2022-03-24 17:33:00.628067
"G,200",QRCODE,2022-03-24 17:33:00.659041
"G,200",QRCODE,2022-03-24 17:33:00.689041
"G,200",QRCODE,2022-03-24 17:33:00.721748
"G,200",QRCODE,2022-03-24 17:33:00.768586
"G,200",QRCODE,2022-03-24 17:33:00.800579
"G,200",QRCODE,2022-03-24 17:33:00.832587
"G,200",QRCODE,2022-03-24 17:33:00.867609
"G,200",QRCODE,2022-03-24 17:33:00.897608
"G,200",QRCODE,2022-03-24 17:33:00.933623
"G,200",QRCODE,2022-03-24 17:33:00.961629
"G,200",QRCODE,2022-03-24 17:33:00.995637
"G,200",QRCODE,2022-03-24 17:33:01.028645
"G,200",QRCODE,2022-03-24 17:33:01.061668
"G,200",QRCODE,2022-03-24 17:33:01.095676
"G,200",QRCODE,2022-03-24 17:33:01.135644
"G,200",QRCODE,2022-03-24 17:33:01.174654
"G,200",QRCODE,2022-03-24 17:33:01.204872
"G,200",QRCODE,2022-03-24 17:33:01.235878
"G,200",QRCODE,2022-03-24 17:33:01.266900
"G,200",QRCODE,2022-03-24 17:33:01.298892
"G,200",QRCODE,2022-03-24 17:33:01.330899
"G,200",QRCODE,2022-03-24 17:33:01.362907
"G,200",QRCODE,2022-03-24 17:33:01.393913
"G,200",QRCODE,2022-03-24 17:33:01.425936
"G,200",QRCODE,2022-03-24 17:33:01.456928
"G,200",QRCODE,2022-03-24 17:33:01.488126
"G,200",QRCODE,2022-03-24 17:33:01.537279
"G,200",QRCODE,2022-03-24 17:33:01.569286
"G,200",QRCODE,2022-03-24 17:33:01.600293
"G,200",QRCODE,2022-03-24 17:33:01.635558
"G,200",QRCODE,2022-03-24 17:33:01.663564
"G,200",QRCODE,2022-03-24 17:33:01.698346
"G,200",QRCODE,2022-03-24 17:33:01.727353
"G,200",QRCODE,2022-03-24 17:33:01.759592
"G,200",QRCODE,2022-03-24 17:33:01.797601
"G,200",QRCODE,2022-03-24 17:33:01.824607
"G,200",QRCODE,2022-03-24 17:33:01.856606
"G,200",QRCODE,2022-03-24 17:33:01.905628
"G,200",QRCODE,2022-03-24 17:33:01.942632
"G,200",QRCODE,2022-03-24 17:33:01.975629
"G,200",QRCODE,2022-03-24 17:33:02.002646
"G,200",QRCODE,2022-03-24 17:33:02.039642
"G,200",QRCODE,2022-03-24 17:33:02.068623
"G,200",QRCODE,2022-03-24 17:33:02.099615
"G,200",QRCODE,2022-03-24 17:33:02.130504
"G,200",QRCODE,2022-03-24 17:33:02.165512
"G,200",QRCODE,2022-03-24 17:33:02.196512
"G,200",QRCODE,2022-03-24 17:33:02.226525
"G,200",QRCODE,2022-03-24 17:33:02.274613
"G,200",QRCODE,2022-03-24 17:33:02.306621
"G,200",QRCODE,2022-03-24 17:33:02.340157
"G,200",QRCODE,2022-03-24 17:33:02.369164
"G,200",QRCODE,2022-03-24 17:33:02.402171
"G,200",QRCODE,2022-03-24 17:33:02.435179
"G,200",QRCODE,2022-03-24 17:33:02.471189
"G,200",QRCODE,2022-03-24 17:33:02.502194
"G,200",QRCODE,2022-03-24 17:33:02.532201
"G,200",QRCODE,2022-03-24 17:33:02.564208
"G,200",QRCODE,2022-03-24 17:33:02.592215
"G,200",QRCODE,2022-03-24 17:33:02.626224
"G,200",QRCODE,2022-03-24 17:33:02.674053
"G,200",QRCODE,2022-03-24 17:33:02.709062
"G,200",QRCODE,2022-03-24 17:33:02.739067
"G,200",QRCODE,2022-03-24 17:33:02.770124
"G,200",QRCODE,2022-03-24 17:33:02.801025
"G,200",QRCODE,2022-03-24 17:33:02.834290
"G,200",QRCODE,2022-03-24 17:33:02.866305
"G,200",QRCODE,2022-03-24 17:33:02.897311
"G,200",QRCODE,2022-03-24 17:33:02.929322
"G,200",QRCODE,2022-03-24 17:33:02.958327
"G,200",QRCODE,2022-03-24 17:33:02.987333
"G,200",QRCODE,2022-03-24 17:33:03.041346
"G,200",QRCODE,2022-03-24 17:33:03.074588
"G,200",QRCODE,2022-03-24 17:33:03.104594
"G,200",QRCODE,2022-03-24 17:33:03.139602
"G,200",QRCODE,2022-03-24 17:33:03.169610
"G,200",QRCODE,2022-03-24 17:33:03.199615
"G,200",QRCODE,2022-03-24 17:33:03.237624
"G,200",QRCODE,2022-03-24 17:33:03.266672
"G,200",QRCODE,2022-03-24 17:33:03.297667
"G,200",QRCODE,2022-03-24 17:33:03.324673
"G,200",QRCODE,2022-03-24 17:33:03.353672
"G,200",QRCODE,2022-03-24 17:33:03.380167
"G,200",QRCODE,2022-03-24 17:33:03.441432
"G,200",QRCODE,2022-03-24 17:33:03.476436
"G,200",QRCODE,2022-03-24 17:33:03.508444
"G,200",QRCODE,2022-03-24 17:33:03.537455
"G,200",QRCODE,2022-03-24 17:33:03.572485
"G,200",QRCODE,2022-03-24 17:33:03.604492
"G,200",QRCODE,2022-03-24 17:33:03.635528
"G,200",QRCODE,2022-03-24 17:33:03.667536
"G,200",QRCODE,2022-03-24 17:33:03.694541
"G,200",QRCODE,2022-03-24 17:33:03.722548
"G,200",QRCODE,2022-03-24 17:33:03.750554
"G,200",QRCODE,2022-03-24 17:33:03.776561
"G,200",QRCODE,2022-03-24 17:33:03.853906
"G,200",QRCODE,2022-03-24 17:33:03.887852
"G,200",QRCODE,2022-03-24 17:33:03.916855
"G,200",QRCODE,2022-03-24 17:56:07.294237
"G,200",QRCODE,2022-03-24 17:56:07.328257
"G,200",QRCODE,2022-03-24 17:56:07.376311
"G,200",QRCODE,2022-03-24 17:56:07.407317
"G,200",QRCODE,2022-03-24 17:56:07.439366
"G,200",QRCODE,2022-03-24 17:56:07.470372
